Video Name,Width,Height,Video Length,Frames per Second,Frame Count,Original Bitrate,Original Size,Scene Count,Avg Motion ,Avg PCC,Compression Preset,Compression Duration,Compressed Bitrate,Compressed Size, Average PSNR, Average SSIM, Average VIFp
bb1.mkv,1280,720,172.714,29.97,5176,447.0131836,75.39593601,2,0.11812,0.93483,medium,72.36,197433,4348787,44.65,0.981181262,0.615988366
bb1.mkv,1280,720,172.714,29.97,5176,447.0131836,75.39593601,2,0.11812,0.93483,slow,134.01,200527,4416930,44.98,0.981547169,0.623492297
bb1.mkv,1280,720,172.714,29.97,5176,447.0131836,75.39593601,2,0.11812,0.93483,slower,318.43,191381,4215482,45.02,0.981789173,0.627425591
bb2.mkv,1280,720,252.925,29.97,7580,1749.949585,432.2324352,24,0.28749,0.80082,superfast,81.17,1074044,34645198,43.74,0.871155096,0.402741215
bb2.mkv,1280,720,252.925,29.97,7580,1749.949585,432.2324352,24,0.28749,0.80082,veryfast,106.95,982434,31690148,44.8,0.872931501,0.402560293
bb2.mkv,1280,720,252.925,29.97,7580,1749.949585,432.2324352,24,0.28749,0.80082,faster,107.54,981632,31664288,44.75,0.872960808,0.40266079
bb2.mkv,1280,720,252.925,29.97,7580,1749.949585,432.2324352,24,0.28749,0.80082,fast,134.01,999367,32236369,45.1,0.874157223,0.406375524
bb2.mkv,1280,720,252.925,29.97,7580,1749.949585,432.2324352,24,0.28749,0.80082,medium,163.79,970488,31304822,44.8,0.874482861,0.409703983
bb2.mkv,1280,720,252.925,29.97,7580,1749.949585,432.2324352,24,0.28749,0.80082,slow,378,990690,31956462,45.07,0.875725707,0.417412745
bb2.mkv,1280,720,252.925,29.97,7580,1749.949585,432.2324352,24,0.28749,0.80082,slower,926.6,985329,31783528,45.07,0.877030731,0.421960906
bb3.mkv,1280,720,289.608,29.97,8679,398.5480957,112.7174883,4,0.33707,0.9309,superfast,65.16,507798,18754802,43.82,0.982852921,0.699487352
bb3.mkv,1280,720,289.608,29.97,8679,398.5480957,112.7174883,4,0.33707,0.9309,veryfast,88.45,478331,17666499,44.54,0.984777889,0.715960389
bb3.mkv,1280,720,289.608,29.97,8679,398.5480957,112.7174883,4,0.33707,0.9309,faster,88.42,478042,17655808,44.49,0.984761904,0.715581612
bb3.mkv,1280,720,289.608,29.97,8679,398.5480957,112.7174883,4,0.33707,0.9309,fast,119.39,505277,18661689,44.87,0.986005514,0.725316283
bb3.mkv,1280,720,289.608,29.97,8679,398.5480957,112.7174883,4,0.33707,0.9309,medium,150.98,532531,19668318,44.77,0.986433408,0.731537846
bb3.mkv,1280,720,289.608,29.97,8679,398.5480957,112.7174883,4,0.33707,0.9309,slow,320.09,551983,20386709,45.11,0.987002561,0.739707798
bb3.mkv,1280,720,289.608,29.97,8679,398.5480957,112.7174883,4,0.33707,0.9309,slower,792.71,532178,19655225,45.15,0.987200888,0.742143232
bb4.mkv,1280,720,166.982,29.97,5004,490.7335205,80.02311134,3,0.0745,0.95767,superfast,28.71,200365,4266675,43.84,0.976507932,0.717622564
bb4.mkv,1280,720,166.982,29.97,5004,490.7335205,80.02311134,3,0.0745,0.95767,veryfast,38.81,175232,3731478,44.54,0.977692594,0.723444253
bb4.mkv,1280,720,166.982,29.97,5004,490.7335205,80.02311134,3,0.0745,0.95767,faster,37.94,175123,3729160,44.46,0.977705449,0.723558153
bb4.mkv,1280,720,166.982,29.97,5004,490.7335205,80.02311134,3,0.0745,0.95767,fast,49.16,185197,3943672,44.92,0.978551017,0.729618617
bb4.mkv,1280,720,166.982,29.97,5004,490.7335205,80.02311134,3,0.0745,0.95767,medium,64.92,183605,3909782,44.66,0.978863562,0.734476724
bb4.mkv,1280,720,166.982,29.97,5004,490.7335205,80.02311134,3,0.0745,0.95767,slow,121.29,186208,3965208,45.04,0.979037035,0.737385456
bb4.mkv,1280,720,166.982,29.97,5004,490.7335205,80.02311134,3,0.0745,0.95767,slower,296.6,181418,3863219,44.98,0.979527678,0.742764961
bb5.mkv,1280,720,289.443,29.97,8674,358.5378418,101.3439989,2,0.09707,0.94576,superfast,55.4,260182,9603936,43.74,0.975053718,0.59275483
bb5.mkv,1280,720,289.443,29.97,8674,358.5378418,101.3439989,2,0.09707,0.94576,veryfast,74.48,234184,8644264,44.8,0.9768081,0.602168492
bb5.mkv,1280,720,289.443,29.97,8674,358.5378418,101.3439989,2,0.09707,0.94576,faster,74.54,234072,8640138,44.75,0.976841297,0.602449043
bb5.mkv,1280,720,289.443,29.97,8674,358.5378418,101.3439989,2,0.09707,0.94576,fast,103.25,260111,9601299,45.1,0.979074529,0.625537237
bb5.mkv,1280,720,289.443,29.97,8674,358.5378418,101.3439989,2,0.09707,0.94576,medium,132.92,259843,9591424,44.8,0.979143279,0.628765727
bb5.mkv,1280,720,289.443,29.97,8674,358.5378418,101.3439989,2,0.09707,0.94576,slow,252.16,264231,9753384,45.18,0.979623788,0.636357202
bb5.mkv,1280,720,289.443,29.97,8674,358.5378418,101.3439989,2,0.09707,0.94576,slower,599.77,249666,9215729,44.94,0.979919778,0.639901711
Burgos  Spain- A Virtual Day in the Pedestrian Precinct (Short version 720p).mp4,1280,720,325.023,29.97,9741,305.1757813,103.2941685,4,0.3202,0.94195,superfast,72.76,642117,26617652,57.13,0.977139051,0.719396974
Burgos  Spain- A Virtual Day in the Pedestrian Precinct (Short version 720p).mp4,1280,720,325.023,29.97,9741,305.1757813,103.2941685,4,0.3202,0.94195,veryfast,97.92,614420,25469500,67,0.981036941,0.719567894
Burgos  Spain- A Virtual Day in the Pedestrian Precinct (Short version 720p).mp4,1280,720,325.023,29.97,9741,305.1757813,103.2941685,4,0.3202,0.94195,faster,98.3,613970,25450825,67,0.981036941,0.719567894
Burgos  Spain- A Virtual Day in the Pedestrian Precinct (Short version 720p).mp4,1280,720,325.023,29.97,9741,305.1757813,103.2941685,4,0.3202,0.94195,fast,136.81,648969,26901655,66.55,0.982367117,0.716311666
Burgos  Spain- A Virtual Day in the Pedestrian Precinct (Short version 720p).mp4,1280,720,325.023,29.97,9741,305.1757813,103.2941685,4,0.3202,0.94195,medium,172.48,720262,29856941,62.47,0.98355762,1.29463834
Burgos  Spain- A Virtual Day in the Pedestrian Precinct (Short version 720p).mp4,1280,720,325.023,29.97,9741,305.1757813,103.2941685,4,0.3202,0.94195,slow,348.87,761890,31582540,62.73,0.984197053,1.284715435
Burgos  Spain- A Virtual Day in the Pedestrian Precinct (Short version 720p).mp4,1280,720,325.023,29.97,9741,305.1757813,103.2941685,4,0.3202,0.94195,slower,1015.69,754065,31258190,65.77,0.984869041,0.608325881
