"","Video.Name","Width","Height","Video.Length","Frames.per.Second","Frame.Count","Original.Bitrate","Original.Size","Scene.Count","Avg.Motion","Avg.PCC","Compression.Preset","Compression.Duration","Compressed.Bitrate","Compressed.Size","Average.PSNR","Average.SSIM","Average.VIFp","Normalized.PSNR","Normalized.SSIM","Normalized.VIFp","Normalized.Duration","Normalized.Size","PSNR.By.Duration","SSIM.By.Duration","VIFp.By.Duration","Metric"
"68","720-120fps Walking.MOV",1280,720,10.125,120,1215,5566.698608,56.74141026,1,0.426,0.6,"medium",35.56,2511.311523,25.33525467,28.75212213,0.923770655,0.473884979,1.68432768193064,1.76665351026823,1.67895789643083,1.07218004547381,1.68692241005894,1.57093735239804,1.64772093803286,1.56592906528947,2.8362818
"69","720-120fps Walking.MOV",1280,720,10.125,120,1215,5566.698608,56.74141026,1,0.426,0.6,"slow",79.5,2760.029785,27.8444376,29.49165636,0.933272609,0.499791155,2,2,2,1.24151219700181,2,1.61093866401788,1.61093866401788,1.61093866401788,2.416408
"70","720-120fps Walking.MOV",1280,720,10.125,120,1215,5566.698608,56.74141026,1,0.426,0.6,"slower",276.32,2540.615234,25.63088417,28.79683761,0.924648415,0.477573634,1.70341461347833,1.78820930972032,1.7246695275315,2,1.72380890815714,0.851707306739167,0.894104654860158,0.862334763765749,1.5130138
"71","bars_100.avi",720,576,4.04,25,101,2983.59375,14.73564529,1,0,0.97,"superfast",0.28,2.904052734,0.01169014,48.73272741,0.99592552,0.825237637,1,1,1,1,1.96506558466423,1,1,1,1.5266666
"72","bars_100.avi",720,576,4.04,25,101,2983.59375,14.73564529,1,0,0.97,"veryfast",0.37,2.554199219,0.010281563,50.42525676,0.997299314,0.85884951,1.68495296134227,1.80950551477308,1.6514574904647,1.06521739130435,1.15884269697006,1.58179257595397,1.6987194628482,1.55034784819135,4.1686934
"73","bars_100.avi",720,576,4.04,25,101,2983.59375,14.73564529,1,0,0.97,"faster",0.38,2.554199219,0.010281563,50.42525676,0.997299314,0.85884951,1.68495296134227,1.80950551477308,1.6514574904647,1.07246376811594,1.15884269697006,1.5711047882786,1.68724162863976,1.53987252489276,4.1405265
"74","bars_100.avi",720,576,4.04,25,101,2983.59375,14.73564529,1,0,0.97,"fast",0.44,2.919189453,0.011751175,51.20374286,0.997622598,0.87683252,2,2,2,1.11594202898551,2,1.79220779220779,1.79220779220779,1.79220779220779,2.6883117
"75","bars_100.avi",720,576,4.04,25,101,2983.59375,14.73564529,1,0,0.97,"medium",0.58,2.597290039,0.010455132,50.84747715,0.997424422,0.867141088,1.85582214388826,1.88322516702241,1.81216292321082,1.21739130434783,1.25818785196989,1.52442533247964,1.54693495862555,1.48856240120888,3.6241986
"76","bars_100.avi",720,576,4.04,25,101,2983.59375,14.73564529,1,0,0.97,"slow",0.78,2.485229492,0.010004044,50.31935071,0.996897814,0.84530102,1.64209363806285,1.57292239955972,1.38886381426623,1.36231884057971,1,1.20536660666315,1.1545919741449,1.01948514025926,3.3794437
"77","bars_100.avi",720,576,4.04,25,101,2983.59375,14.73564529,1,0,0.97,"slower",1.66,2.489746094,0.010022163,50.81423064,0.997226363,0.864293647,1.84236754974559,1.76651927607336,1.7569744852411,2,1.01037071633438,0.921183774872796,0.88325963803668,0.878487242620552,2.6553923
"78","bb1.mkv",1280,720,172.714,29.97,5176,447.0131836,75.39593601,2,0.11812,0.93483,"superfast",31.41,26.03283691,4.47978878,43.72,0.979022629,0.593911714,1,1,1,1,2,1,1,1,1.5
"79","bb1.mkv",1280,720,172.714,29.97,5176,447.0131836,75.39593601,2,0.11812,0.93483,"veryfast",41.88,23.12365723,3.97918129,44.81,0.980345448,0.60328854,1.76760563380282,1.47814854923688,1.27978935412337,1.03647829419553,1.00318646213819,1.70539570746608,1.42612590877666,1.23474785848428,4.3524007
"80","bb1.mkv",1280,720,172.714,29.97,5176,447.0131836,75.39593601,2,0.11812,0.93483,"faster",41.93,23.11437988,3.977581024,44.8,0.980354715,0.603399027,1.76056338028169,1.48149821582452,1.28308610788301,1.03665249808376,1,1.69831586142519,1.42911748976928,1.23772055752028,4.3651539
"81","bb1.mkv",1280,720,172.714,29.97,5176,447.0131836,75.39593601,2,0.11812,0.93483,"fast",55.97,24.8996582,4.284805298,45.14,0.981402984,0.615720152,2,1.86040742529308,1.65072859221868,1.08556894989896,1.61174737014615,1.84235188394634,1.71376256244823,1.52061146587909,3.1498273
"82","bb1.mkv",1280,720,172.714,29.97,5176,447.0131836,75.39593601,2,0.11812,0.93483,"medium",72.36,24.10070801,4.147326469,44.65,0.981181262,0.615988366,1.65492957746479,1.78026338999126,1.65873166509503,1.14267298446101,1.33799845377139,1.44829675678856,1.55798151719758,1.4516241196316,3.3317695
"83","bb1.mkv",1280,720,172.714,29.97,5176,447.0131836,75.39593601,2,0.11812,0.93483,"slow",134.01,24.47839355,4.212312698,44.98,0.981547169,0.623492297,1.88732394366197,1.91252479628014,1.88263685517495,1.35746637864957,1.46739953972356,1.39032831556352,1.40889293934686,1.38687549451341,2.8527314
"84","bb1.mkv",1280,720,172.714,29.97,5176,447.0131836,75.39593601,2,0.11812,0.93483,"slower",318.43,23.36193848,4.020196915,45.02,0.981789173,0.627425591,1.91549295774648,2,2,2,1.08485709448103,0.95774647887324,1,1,2.7263927
"85","bb2.mkv",1280,720,252.925,29.97,7580,1749.949585,432.2324352,24,0.28749,0.80082,"superfast",81.17,131.1088867,33.04023552,43.74,0.871155096,0.402741215,1,1,1.00932558161951,1,2,1,1,1.00932558161951,1.5046628
"86","bb2.mkv",1280,720,252.925,29.97,7580,1749.949585,432.2324352,24,0.28749,0.80082,"veryfast",106.95,119.9260254,30.22208023,44.8,0.872931501,0.402560293,1.77941176470588,1.30233413069398,1,1.03049335840933,1.11535407995176,1.72675714033963,1.26379672422563,0.970408971430539,3.5513053
